year,to_country,performer,song,performer_orig,song_orig,place_final,points_final
2007,Turkey,Kenan Doğulu,Shake It Up Şekerim,Şekerim,Shake It Up  Kenan Doğulu,,
2007,Belarus,Dmitry Koldun,Work Your Magic,Magic,Work Your  Dmitry Koldun,,
2007,Latvia,Bonaparti.lv,Questa notte,notte,Questa  Bonaparti.lv,,
2007,Bulgaria,Elitsa Todorova & Stoyan Yankulov,Water,Water, Elitsa Todorova & Stoyan Yankulov,,
2007,Slovenia,Alenka Gotar,Cvet Z Juga,Juga,Cvet Z  Alenka Gotar,,
2007,Georgia,Sopho,Visionary Dream,Dream,Visionary  Sopho,,
2007,North Macedonia,Karolina,Mojot Svet,Svet,Mojot  Karolina,,
2007,Moldova,Natalia Barbu,Fight,Fight, Natalia Barbu,,
2007,Portugal,Sabrina,Dança Comigo (Vem Ser Feliz),Feliz),Dança Comigo (Vem Ser  Sabrina,,
2007,Andorra,Anonymous,Salvem el món,món,Salvem el  Anonymous,,
2007,Iceland,Eiríkur Hauksson,Valentine Lost,Lost,Valentine  Eiríkur Hauksson,,
2007,Poland,The Jet Set,Time To Party,Party,Time To  The Jet Set,,
2007,Cyprus,Evridiki,"Comme Ci, Comme ça",ça,"Comme Ci, Comme  Evridiki",,
2007,Croatia,Dragonfly feat. Dado Topic,Vjerujem u ljubav,ljubav,Vjerujem u  Dragonfly feat. Dado Topic,,
2007,Albania,Aida & Frederik Ndoci,Hear My Plea,Plea,Hear My  Aida & Frederik Ndoci,,
2007,Norway,Guri Schanke,Ven A Bailar Conmigo,Conmigo,Ven A Bailar  Guri Schanke,,
2007,Denmark,DQ,Drama Queen,Queen,Drama  DQ,,
2007,Switzerland,DJ BoBo,Vampires Are Alive,Alive,Vampires Are  DJ BoBo,,
2007,Netherlands,Edsilia Rombley,On Top Of The World,World,On Top Of The  Edsilia Rombley,,
2007,Montenegro,Stevan Faddy,'Ajde kroči,kroči,'Ajde  Stevan Faddy,,
2007,Estonia,Gerli Padar,Partners In Crime,Crime,Partners In  Gerli Padar,,
2007,Israel,Teapacks,Push The Button,Button,Push The  Teapacks,,
2007,Malta,Olivia Lewis,Vertigo,Vertigo, Olivia Lewis,,
2007,Belgium,The KMG's,Love Power,Power,Love  The KMG's,,
2007,Austria,Eric Papilaya,Get A Life - Get Alive,Alive,Get A Life - Get  Eric Papilaya,,
2007,Czechia,Kabát,Malá dáma,dáma,Malá  Kabát,,
2008,Russia,Dima Bilan,Believe,Believe, Dima Bilan,1.0,272.0
2008,Ukraine,Ani Lorak,Shady Lady,Lady,Shady  Ani Lorak,2.0,230.0
2008,Greece,Kalomira,Secret Combination,Combination,Secret  Kalomira,3.0,218.0
2008,Armenia,Sirusho,"Qele, qele",qele,"Qele,  Sirusho",4.0,199.0
2008,Norway,Maria,Hold On Be Strong,Strong,Hold On Be  Maria,5.0,182.0
2008,Serbia,Jelena Tomašević feat. Bora Dugic,Oro,Oro, Jelena Tomašević feat. Bora Dugic,6.0,160.0
2008,Turkey,Mor ve Ötesi,Deli,Deli, Mor ve Ötesi,7.0,138.0
2008,Azerbaijan,Elnur & Samir,After Day,Day, After  Elnur & Samir,8.0,132.0
2008,Israel,Boaz,The Fire In Your Eyes,Eyes,The Fire In Your  Boaz,9.0,124.0
2008,Bosnia & Herzegovina,Laka,Pokušaj,Pokušaj, Laka,10.0,110.0
2008,Georgia,Diana Gurtskaya,Peace Will Come,Come,Peace Will  Diana Gurtskaya,11.0,83.0
2008,Latvia,Pirates Of The,Wolves Of The Sea,Sea,Wolves Of The  Pirates Of The,12.0,83.0
2008,Portugal,Vânia Fernandes,Senhora do mar (Negras águas),águas),Senhora do mar (Negras  Vânia Fernandes,13.0,69.0
2008,Iceland,Euroband,This Is My Life,Life,This Is My  Euroband,14.0,64.0
2008,Denmark,Simon Mathew,All Night Long,Long,All Night  Simon Mathew,15.0,60.0
2008,Spain,Rodolfo licuatre,Baila el Chiki,Chiki,Baila el   Rodolfo licuatre,16.0,55.0
2008,Albania,Olta Boka,Zemrën e lamë peng,peng,Zemrën e lamë  Olta Boka,17.0,55.0
2008,Sweden,Charlotte Perrelli,Hero,Hero, Charlotte Perrelli,18.0,47.0
2008,France,Sébastien Tellier,Divine,Divine, Sébastien Tellier,19.0,47.0
2008,Romania,Nico & Vlad,Pe-o margine de lume,lume,Pe-o margine de  Nico & Vlad,20.0,45.0
2008,Croatia,Kraljevi Ulice & 75 Cents,Romanca,Romanca, Kraljevi Ulice & 75 Cents,21.0,44.0
2008,Finland,Teräsbetoni,Missä miehet ratsastaa,ratsastaa,Missä miehet  Teräsbetoni,22.0,35.0
2008,Germany,No Angels,Disappear,Disappear, No Angels,23.0,14.0
2008,Poland,Isis Gee,For Life,Life,For  Isis Gee,24.0,14.0
2008,United Kingdom,Andy Abraham,Even If,If,Even  Andy Abraham,25.0,14.0
2008,North Macedonia,"Tamara, Vrčak & Adrijan",Let Me Love You,You,"Let Me Love  Tamara, Vrčak & Adrijan",,
2008,Bulgaria,Deep Zone & Balthazar,"DJ, Take Me Away",Away,"DJ, Take Me  Deep Zone & Balthazar",,
2008,Switzerland,Paolo Meneguzzi,Era stupendo,stupendo,Era  Paolo Meneguzzi,,
2008,Malta,Morena,Vodka,Vodka, Morena,,
2008,Slovenia,Rebeka Dremelj,Vrag Naj Vzame,Vzame,Vrag Naj  Rebeka Dremelj,,
2008,Moldova,Geta Burlacu,A Century Of Love,Love,A Century Of  Geta Burlacu,,
2008,Cyprus,Evdokia Kadi,Femme Fatale,Fatale,Femme  Evdokia Kadi,,
2008,Lithuania,Jeronimas Milius,Nomads In The Night,Night,Nomads In The  Jeronimas Milius,,
2008,Netherlands,Hind,Your Heart Belongs To Me,Me,Your Heart Belongs To  Hind,,
2008,Belarus,Ruslan Alehno,Hasta la vista,vista,Hasta la  Ruslan Alehno,,
2008,Montenegro,Sfan Filipović,Zauvijek volim te,te,Zauvijek volim  Sfan Filipović,,
2008,Ireland,Dustin the Turkey,Irelande douze pointe,pointe,Irelande douze  Dustin the Turkey,,
2008,Andorra,Gisela,Casanova,Casanova, Gisela,,
2008,Belgium,Ishtar,O Julissi,Julissi,O  Ishtar,,
2008,Czechia,Tereza Kerndlová,Have Some Fun,Fun,Have Some  Tereza Kerndlová,,
2008,Estonia,Kreisiraadio,Leto svet,svet,Leto  Kreisiraadio,,
2008,Hungary,Csézy,Candlelight,Candlelight, Csézy,,
2008,San Marino,Miodio,Complice,Complice, Miodio,,
2008,Greece,Kalomira,Secret Combination,Combination,Secret  Kalomira,,
2008,Armenia,Sirusho,"Qele, qele",qele,"Qele,  Sirusho",,
2008,Russia,Dima Bilan,Believe,Believe, Dima Bilan,,
2008,Norway,Maria,Hold On Be Strong,Strong,Hold On Be  Maria,,
2008,Israel,Boaz,The Fire In Your Eyes,Eyes,The Fire In Your  Boaz,,
2008,Azerbaijan,Elnur & Samir,After Day,Day, After  Elnur & Samir,,
2008,Romania,Nico & Vlad,Pe-o margine de lume,lume,Pe-o margine de  Nico & Vlad,,
2008,Finland,Teräsbetoni,Missä miehet ratsastaa,ratsastaa,Missä miehet  Teräsbetoni,,
2008,Bosnia & Herzegovina,Laka,Pokušaj,Pokušaj, Laka,,
2008,Poland,Isis Gee,For Life,Life,For  Isis Gee,,
2008,Slovenia,Rebeka Dremelj,Vrag Naj Vzame,Vzame,Vrag Naj  Rebeka Dremelj,,
2008,Moldova,Geta Burlacu,A Century Of Love,Love,A Century Of  Geta Burlacu,,
2008,Netherlands,Hind,Your Heart Belongs To Me,Me,Your Heart Belongs To  Hind,,
2008,Montenegro,Sfan Filipović,Zauvijek volim te,te,Zauvijek volim  Sfan Filipović,,
2008,Ireland,Dustin the Turkey,Irelande douze pointe,pointe,Irelande douze  Dustin the Turkey,,
2008,Andorra,Gisela,Casanova,Casanova, Gisela,,
2008,Belgium,Ishtar,O Julissi,Julissi,O  Ishtar,,
2008,Estonia,Kreisiraadio,Leto svet,svet,Leto  Kreisiraadio,,
2008,San Marino,Miodio,Complice,Complice, Miodio,,
2008,Ukraine,Ani Lorak,Shady Lady,Lady,Shady  Ani Lorak,,
2008,Portugal,Vânia Fernandes,Senhora do mar (Negras águas),águas),Senhora do mar (Negras  Vânia Fernandes,,
2008,Denmark,Simon Mathew,All Night Long,Long,All Night  Simon Mathew,,
2008,Croatia,Kraljevi Ulice & 75 Cents,Romanca,Romanca, Kraljevi Ulice & 75 Cents,,
2008,Georgia,Diana Gurtskaya,Peace Will Come,Come,Peace Will  Diana Gurtskaya,,
2008,Latvia,Pirates Of The,Wolves Of The Sea,Sea,Wolves Of The  Pirates Of The,,
2008,Turkey,Mor ve Ötesi,Deli,Deli, Mor ve Ötesi,,
2008,Iceland,Euroband,This Is My Life,Life,This Is My  Euroband,,
2008,Albania,Olta Boka,Zemrën e lamë peng,peng,Zemrën e lamë  Olta Boka,,
2008,North Macedonia,"Tamara, Vrčak & Adrijan",Let Me Love You,You,"Let Me Love  Tamara, Vrčak & Adrijan",,
2008,Bulgaria,Deep Zone & Balthazar,"DJ, Take Me Away",Away,"DJ, Take Me  Deep Zone & Balthazar",,
2008,Sweden,Charlotte Perrelli,Hero,Hero, Charlotte Perrelli,,
2008,Switzerland,Paolo Meneguzzi,Era stupendo,stupendo,Era  Paolo Meneguzzi,,
2008,Malta,Morena,Vodka,Vodka, Morena,,
2008,Cyprus,Evdokia Kadi,Femme Fatale,Fatale,Femme  Evdokia Kadi,,
2008,Lithuania,Jeronimas Milius,Nomads In The Night,Night,Nomads In The  Jeronimas Milius,,
2008,Belarus,Ruslan Alehno,Hasta la vista,vista,Hasta la  Ruslan Alehno,,
2008,Czechia,Tereza Kerndlová,Have Some Fun,Fun,Have Some  Tereza Kerndlová,,
2008,Hungary,Csézy,Candlelight,Candlelight, Csézy,,
2009,Norway,Alexander Rybak,Fairytale,Fairytale, Alexander Rybak,1.0,387.0
2009,Iceland,Yohanna,Is It True?,True?,Is It  Yohanna,2.0,218.0
2009,Azerbaijan,AySel & Arash,Always,Always, AySel & Arash,3.0,207.0
2009,Turkey,Hadise,Düm Tek,Tek,Düm   Hadise,4.0,177.0
2009,United Kingdom,Jade Ewen,It's My Time,Time,It's My  Jade Ewen,5.0,173.0
2009,Estonia,Urban Symphony,Rändajad,Rändajad, Urban Symphony,6.0,129.0
2009,Greece,Sakis Rouvas,This Is Our Night,Night,This Is Our  Sakis Rouvas,7.0,120.0
2009,France,Patricia Kaas,Et s'il fallait le faire,faire,Et s'il fallait le  Patricia Kaas,8.0,107.0
2009,Bosnia & Herzegovina,Regina,Bistra voda,voda,Bistra  Regina,9.0,106.0
2009,Armenia,Inga & Anush,Jan,Jan,  Inga & Anush,10.0,92.0
2009,Russia,Anastasia Prikhodko,Mamo,Mamo, Anastasia Prikhodko,11.0,91.0
2009,Ukraine,Svetlana Loboda,Be my Valentine! (Anti-crisis Girl),Girl),Be my Valentine! (Anti-crisis  Svetlana Loboda,12.0,76.0
2009,Denmark,Brinck,Believe Again,Again,Believe  Brinck,13.0,74.0
2009,Moldova,Nelly Ciobanu,Hora din Moldova,Moldova,Hora din  Nelly Ciobanu,14.0,69.0
2009,Portugal,Flor-de-lis,Todas as ruas do amor,amor,Todas as ruas do  Flor-de-lis,15.0,57.0
2009,Israel,Noa & Mira Awad,There Must Be Another Way,Way,There Must Be Another  Noa & Mira Awad,16.0,53.0
2009,Albania,Kejsi Tola,Carry Me In Your Dreams,Dreams,Carry Me In Your  Kejsi Tola,17.0,48.0
2009,Croatia,Igor Cukrov feat. Andrea,Lijepa Tena,Tena,Lijepa  Igor Cukrov feat. Andrea,18.0,45.0
2009,Romania,Elena,The Balkan Girls,Girls,The Balkan  Elena,19.0,40.0
2009,Germany,Alex Swings Oscar Sings!,Miss Kiss Kiss Bang,Bang,Miss Kiss Kiss  Alex Swings Oscar Sings!,20.0,35.0
2009,Sweden,Malena Ernman,La voix,voix,La  Malena Ernman,21.0,33.0
2009,Malta,Chiara,What If We,We,What If  Chiara,22.0,31.0
2009,Lithuania,Sasha Son,Love,Love, Sasha Son,23.0,23.0
2009,Spain,Soraya,La noche es para mí,mí,La noche es para  Soraya,24.0,23.0
2009,Finland,Waldo's People,Lose Control,Control,Lose  Waldo's People,25.0,22.0
2009,Serbia,Marko Kon & Milaan,Cipela,Cipela, Marko Kon & Milaan,,
2009,Ireland,Sinéad Mulvey & Black Daisy,Et cetera,cetera,Et  Sinéad Mulvey & Black Daisy,,
2009,North Macedonia,Next Time,Nešto što ke ostane,ostane,Nešto što ke  Next Time,,
2009,Montenegro,Andrea Demirović,Just Get Out of My Life,Life,Just Get Out of My  Andrea Demirović,,
2009,Poland,Lidia Kopania,I Don't Wanna Leave,Leave,I Don't Wanna  Lidia Kopania,,
2009,Cyprus,Christina Metaxa,Firefly,Firefly, Christina Metaxa,,
2009,Belarus,Petr Elfimov,Eyes That Never Lie,Lie,Eyes That Never  Petr Elfimov,,
2009,Switzerland,Lovebugs,The Highest Heights,Heights,The Highest  Lovebugs,,
2009,Hungary,Zoli Ádok,Dance With Me,Me,Dance With  Zoli Ádok,,
2009,Slovenia,Quartissimo feat. Martina,Love Symphony,Symphony,Love  Quartissimo feat. Martina,,
2009,Netherlands,The Toppers,Shine,Shine, The Toppers,,
2009,Andorra,Susanne Georgi,La teva decisió (Get A Life),Life),La teva decisió (Get A  Susanne Georgi,,
2009,Slovakia,Kamil Mikulčík & Nela Pocisková,Leť tmou,tmou,Leť  Kamil Mikulčík & Nela Pocisková,,
2009,Bulgaria,Krassimir Avramov,Illusion,Illusion, Krassimir Avramov,,
2009,Latvia,Intars Busulis,Probka,Probka, Intars Busulis,,
2009,Belgium,Copycat,nan,Copycat,,,
2009,Czechia,Gipsy.cz,Aven Romale,Romale,Aven  Gipsy.cz,,
2009,Iceland,Yohanna,Is It True?,True?,Is It  Yohanna,,
2009,Turkey,Hadise,Düm Tek,Tek,Düm   Hadise,,
2009,Bosnia & Herzegovina,Regina,Bistra voda,voda,Bistra  Regina,,
2009,Sweden,Malena Ernman,La voix,voix,La  Malena Ernman,,
2009,Armenia,Inga & Anush,Jan,Jan,  Inga & Anush,,
2009,Malta,Chiara,What If We,We,What If  Chiara,,
2009,Israel,Noa & Mira Awad,There Must Be Another Way,Way,There Must Be Another  Noa & Mira Awad,,
2009,Portugal,Flor-de-lis,Todas as ruas do amor,amor,Todas as ruas do  Flor-de-lis,,
2009,Romania,Elena,The Balkan Girls,Girls,The Balkan  Elena,,
2009,North Macedonia,Next Time,Nešto što ke ostane,ostane,Nešto što ke  Next Time,,
2009,Montenegro,Andrea Demirović,Just Get Out of My Life,Life,Just Get Out of My  Andrea Demirović,,
2009,Finland,Waldo's People,Lose Control,Control,Lose  Waldo's People,,
2009,Belarus,Petr Elfimov,Eyes That Never Lie,Lie,Eyes That Never  Petr Elfimov,,
2009,Switzerland,Lovebugs,The Highest Heights,Heights,The Highest  Lovebugs,,
2009,Andorra,Susanne Georgi,La teva decisió (Get A Life),Life),La teva decisió (Get A  Susanne Georgi,,
2009,Bulgaria,Krassimir Avramov,Illusion,Illusion, Krassimir Avramov,,
2009,Belgium,Copycat,nan,Copycat,,,
2009,Czechia,Gipsy.cz,Aven Romale,Romale,Aven  Gipsy.cz,,
2009,Norway,Alexander Rybak,Fairytale,Fairytale, Alexander Rybak,,
2009,Azerbaijan,AySel & Arash,Always,Always, AySel & Arash,,
2009,Estonia,Urban Symphony,Rändajad,Rändajad, Urban Symphony,,
2009,Greece,Sakis Rouvas,This Is Our Night,Night,This Is Our  Sakis Rouvas,,
2009,Moldova,Nelly Ciobanu,Hora din Moldova,Moldova,Hora din  Nelly Ciobanu,,
2009,Ukraine,Svetlana Loboda,Be my Valentine! (Anti-crisis Girl),Girl),Be my Valentine! (Anti-crisis  Svetlana Loboda,,
2009,Albania,Kejsi Tola,Carry Me In Your Dreams,Dreams,Carry Me In Your  Kejsi Tola,,
2009,Denmark,Brinck,Believe Again,Again,Believe  Brinck,,
2009,Lithuania,Sasha Son,Love,Love, Sasha Son,,
2009,Serbia,Marko Kon & Milaan,Cipela,Cipela, Marko Kon & Milaan,,
2009,Ireland,Sinéad Mulvey & Black Daisy,Et cetera,cetera,Et  Sinéad Mulvey & Black Daisy,,
2009,Poland,Lidia Kopania,I Don't Wanna Leave,Leave,I Don't Wanna  Lidia Kopania,,
2009,Croatia,Igor Cukrov feat. Andrea,Lijepa Tena,Tena,Lijepa  Igor Cukrov feat. Andrea,,
2009,Cyprus,Christina Metaxa,Firefly,Firefly, Christina Metaxa,,
2009,Hungary,Zoli Ádok,Dance With Me,Me,Dance With  Zoli Ádok,,
2009,Slovenia,Quartissimo feat. Martina,Love Symphony,Symphony,Love  Quartissimo feat. Martina,,
2009,Netherlands,The Toppers,Shine,Shine, The Toppers,,
2009,Slovakia,Kamil Mikulčík & Nela Pocisková,Leť tmou,tmou,Leť  Kamil Mikulčík & Nela Pocisková,,
2009,Latvia,Intars Busulis,Probka,Probka, Intars Busulis,,
2010,Germany,Lena,Satellite,Satellite, Lena,1.0,246.0
2010,Turkey,maNga,We Could Be The Same,Same,We Could Be The  maNga,2.0,170.0
2010,Romania,Paula Seling & Ovi,Playing With Fire,Fire,Playing With  Paula Seling & Ovi,3.0,162.0
2010,Denmark,Chanée & N'evergreen,In a Moment like This,This,In a Moment like  Chanée & N'evergreen,4.0,149.0
2010,Azerbaijan,Safura,Drip drop,drop,Drip  Safura,5.0,145.0
2010,Belgium,Tom Dice,Me And My Guitar,Guitar,Me And My  Tom Dice,6.0,143.0
2010,Armenia,Eva Rivas,Apricot Stone,Stone,Apricot  Eva Rivas,7.0,141.0
2010,Greece,Giorgos Alkaios & Friends,Opa,Opa, Giorgos Alkaios & Friends,8.0,140.0
2010,Georgia,Sofia Nizharadze,Shine,Shine, Sofia Nizharadze,9.0,136.0
2010,Ukraine,Alyosha,Sweet People,People,Sweet  Alyosha,10.0,108.0
2010,Russia,Peter Nalitch & Friends,Lost And Forgotten,Forgotten,Lost And  Peter Nalitch & Friends,11.0,90.0
2010,France,Jessy Matador,Allez olla olé,olé,Allez olla  Jessy Matador,12.0,82.0
2010,Serbia,Milan Stanković,Ovo je Balkan,Balkan,Ovo je  Milan Stanković,13.0,72.0
2010,Israel,Harel Skaat,Milim,Milim, Harel Skaat,14.0,71.0
2010,Spain,Daniel Diges,Algo pequeñito,pequeñito,Algo  Daniel Diges,15.0,68.0
2010,Albania,Juliana Pasha,It's All About You,You,It's All About  Juliana Pasha,16.0,62.0
2010,Bosnia & Herzegovina,Vukašin Brajić,Thunder and Lightning,Lightning,Thunder and  Vukašin Brajić,17.0,51.0
2010,Portugal,Filipa Azevedo,Há dias assim,assim,Há dias  Filipa Azevedo,18.0,43.0
2010,Iceland,Hera Björk,Je ne sais quoi,quoi,Je ne sais  Hera Björk,19.0,41.0
2010,Norway,Didrik Solli-Tangen,My Heart Is Yours,Yours,My Heart Is  Didrik Solli-Tangen,20.0,35.0
2010,Cyprus,Jon Lilygreen & The Islanders,Life Looks Better In Spring,Spring,Life Looks Better In  Jon Lilygreen & The Islanders,21.0,27.0
2010,Moldova,Sunstroke Project & Olia Tira,Run Away,Away,Run  Sunstroke Project & Olia Tira,22.0,27.0
2010,Ireland,Niamh Kavanagh,It's For You,You,It's For  Niamh Kavanagh,23.0,25.0
2010,Belarus,3+2,Butterflies,Butterflies, 3+2,24.0,18.0
2010,United Kingdom,Josh Dubovie,That Sounds Good To Me,Me,That Sounds Good To  Josh Dubovie,25.0,10.0
2010,Sweden,Anna Bergendahl,This Is My Life,Life,This Is My  Anna Bergendahl,,
2010,Finland,Kuunkuiskaajat,Työlki ellää,ellää,Työlki  Kuunkuiskaajat,,
2010,Lithuania,InCulto,Eastern European Funk,Funk,Eastern European  InCulto,,
2010,Malta,Thea Garrett,My Dream,Dream,My  Thea Garrett,,
2010,Poland,Marcin Mroziński,Legenda,Legenda, Marcin Mroziński,,
2010,Estonia,Malcolm Lincoln,Siren,Siren, Malcolm Lincoln,,
2010,North Macedonia,Gjoko Taneski,Jas Ja Imam Silata,Silata,Jas Ja Imam  Gjoko Taneski,,
2010,Croatia,Feminnem,Lako je sve,sve,Lako je  Feminnem,,
2010,Netherlands,Sieneke,Ik Ben Verliefd (Sha-la-lie),(Sha-la-lie),Ik Ben Verliefd  Sieneke,,
2010,Slovakia,Kristina Pelakova,Horehronie,Horehronie, Kristina Pelakova,,
2010,Bulgaria,Miro,Angel si ti,ti,Angel si  Miro,,
2010,Latvia,Aisha,What For?,For?,What  Aisha,,
2010,Slovenia,Ansambel Žlindra & Kalamari,Narodnozabavni rock,rock,Narodnozabavni  Ansambel Žlindra & Kalamari,,
2010,Switzerland,Michael von der Heide,Il pleut de l'or,l'or,Il pleut de  Michael von der Heide,,
2010,Belgium,Tom Dice,Me And My Guitar,Guitar,Me And My  Tom Dice,,
2010,Greece,Giorgos Alkaios & Friends,Opa,Opa, Giorgos Alkaios & Friends,,
2010,Iceland,Hera Björk,Je ne sais quoi,quoi,Je ne sais  Hera Björk,,
2010,Portugal,Filipa Azevedo,Há dias assim,assim,Há dias  Filipa Azevedo,,
2010,Serbia,Milan Stanković,Ovo je Balkan,Balkan,Ovo je  Milan Stanković,,
2010,Albania,Juliana Pasha,It's All About You,You,It's All About  Juliana Pasha,,
2010,Russia,Peter Nalitch & Friends,Lost And Forgotten,Forgotten,Lost And  Peter Nalitch & Friends,,
2010,Bosnia & Herzegovina,Vukašin Brajić,Thunder and Lightning,Lightning,Thunder and  Vukašin Brajić,,
2010,Belarus,3+2,Butterflies,Butterflies, 3+2,,
2010,Moldova,Sunstroke Project & Olia Tira,Run Away,Away,Run  Sunstroke Project & Olia Tira,,
2010,Finland,Kuunkuiskaajat,Työlki ellää,ellää,Työlki  Kuunkuiskaajat,,
2010,Malta,Thea Garrett,My Dream,Dream,My  Thea Garrett,,
2010,Poland,Marcin Mroziński,Legenda,Legenda, Marcin Mroziński,,
2010,Estonia,Malcolm Lincoln,Siren,Siren, Malcolm Lincoln,,
2010,North Macedonia,Gjoko Taneski,Jas Ja Imam Silata,Silata,Jas Ja Imam  Gjoko Taneski,,
2010,Slovakia,Kristina Pelakova,Horehronie,Horehronie, Kristina Pelakova,,
2010,Latvia,Aisha,What For?,For?,What  Aisha,,
2010,Turkey,maNga,We Could Be The Same,Same,We Could Be The  maNga,,
2010,Azerbaijan,Safura,Drip drop,drop,Drip  Safura,,
2010,Georgia,Sofia Nizharadze,Shine,Shine, Sofia Nizharadze,,
2010,Romania,Paula Seling & Ovi,Playing With Fire,Fire,Playing With  Paula Seling & Ovi,,
2010,Denmark,Chanée & N'evergreen,In a Moment like This,This,In a Moment like  Chanée & N'evergreen,,
2010,Armenia,Eva Rivas,Apricot Stone,Stone,Apricot  Eva Rivas,,
2010,Ukraine,Alyosha,Sweet People,People,Sweet  Alyosha,,
2010,Israel,Harel Skaat,Milim,Milim, Harel Skaat,,
2010,Ireland,Niamh Kavanagh,It's For You,You,It's For  Niamh Kavanagh,,
2010,Cyprus,Jon Lilygreen & The Islanders,Life Looks Better In Spring,Spring,Life Looks Better In  Jon Lilygreen & The Islanders,,
2010,Sweden,Anna Bergendahl,This Is My Life,Life,This Is My  Anna Bergendahl,,
2010,Lithuania,InCulto,Eastern European Funk,Funk,Eastern European  InCulto,,
2010,Croatia,Feminnem,Lako je sve,sve,Lako je  Feminnem,,
2010,Netherlands,Sieneke,Ik Ben Verliefd (Sha-la-lie),(Sha-la-lie),Ik Ben Verliefd  Sieneke,,
2010,Bulgaria,Miro,Angel si ti,ti,Angel si  Miro,,
2010,Slovenia,Ansambel Žlindra & Kalamari,Narodnozabavni rock,rock,Narodnozabavni  Ansambel Žlindra & Kalamari,,
2010,Switzerland,Michael von der Heide,Il pleut de l'or,l'or,Il pleut de  Michael von der Heide,,
2011,Azerbaijan,Ell/Nikki,Running Scared,Scared,Running  Ell/Nikki,1.0,221.0
2011,Italy,Raphael Gualazzi,Madness Of Love,Love,Madness Of  Raphael Gualazzi,2.0,189.0
2011,Sweden,Eric Saade,Popular,Popular, Eric Saade,3.0,185.0
2011,Ukraine,Mika Newton,Angel,Angel, Mika Newton,4.0,159.0
2011,Denmark,A Friend In London,New Tomorrow,Tomorrow,New  A Friend In London,5.0,134.0
2011,Bosnia & Herzegovina,Dino Merlin,Love In Rewind,Rewind,Love In  Dino Merlin,6.0,125.0
2011,Greece,Loucas Yiorkas feat. Stereo Mike,Watch My Dance,Dance,Watch My  Loucas Yiorkas feat. Stereo Mike,7.0,120.0
2011,Ireland,Jedward,Lipstick,Lipstick, Jedward,8.0,119.0
2011,Georgia,Eldrine,One More Day,Day,One More  Eldrine,9.0,110.0
2011,Germany,Lena,Taken By A Stranger,Stranger,Taken By A  Lena,10.0,107.0
2011,United Kingdom,Blue,I Can,Can,I  Blue,11.0,100.0
2011,Moldova,Zdob și Zdub,So Lucky,Lucky,So  Zdob și Zdub,12.0,97.0
2011,Slovenia,Maja Keuc,No One,One,No  Maja Keuc,13.0,96.0
2011,Serbia,Nina,Čaroban,Čaroban, Nina,14.0,85.0
2011,France,Amaury Vassili,Sognu,Sognu, Amaury Vassili,15.0,82.0
2011,Russia,Alexej Vorobjov,Get You,You,Get  Alexej Vorobjov,16.0,77.0
2011,Romania,Hotel FM,Change,Change, Hotel FM,17.0,77.0
2011,Austria,Nadine Beiler,The Secret Is Love,Love,The Secret Is  Nadine Beiler,18.0,64.0
2011,Lithuania,Evelina Sašenko,C'est ma vie,vie,C'est ma  Evelina Sašenko,19.0,63.0
2011,Iceland,Sjonni's Friends,Coming Home,Home,Coming  Sjonni's Friends,20.0,61.0
2011,Finland,Paradise Oskar,Da da dam,dam,Da da  Paradise Oskar,21.0,57.0
2011,Hungary,Kati Wolf,What About My Dreams?,Dreams?,What About My  Kati Wolf,22.0,53.0
2011,Spain,Lucía Pérez,Que me quiten lo bailao,bailao,Que me quiten lo  Lucía Pérez,23.0,50.0
2011,Estonia,Getter Jaani,Rockefeller Street,Street,Rockefeller  Getter Jaani,24.0,44.0
2011,Switzerland,Anna Rossinelli,In Love For A While,While,In Love For A  Anna Rossinelli,25.0,19.0
2011,Malta,Glen Vella,One Life,Life,One  Glen Vella,,
2011,Armenia,Emmy,Boom,Boom,  Emmy,,
2011,Belgium,Witloof Bay,With Love Baby,Baby,With Love  Witloof Bay,,
2011,Turkey,Yüksek Sadakat,Live It Up,Up,Live It  Yüksek Sadakat,,
2011,Albania,Aurela Gaçe,Feel The Passion,Passion,Feel The  Aurela Gaçe,,
2011,Bulgaria,Poli Genova,Na Inat,Inat,Na  Poli Genova,,
2011,Slovakia,TWiiNS,I'm Still Alive,Alive,I'm Still  TWiiNS,,
2011,Belarus,Anastasiya Vinnikova,I Love Belarus,Belarus,I Love  Anastasiya Vinnikova,,
2011,Croatia,Daria,Celebrate,Celebrate, Daria,,
2011,Israel,Dana International,Ding Dong,Dong,Ding  Dana International,,
2011,North Macedonia,Vlatko Ilievski,Rusinka,Rusinka, Vlatko Ilievski,,
2011,San Marino,Senit,Stand By,By,Stand  Senit,,
2011,Norway,Stella Mwangi,Haba haba,haba,Haba  Stella Mwangi,,
2011,Latvia,Musiqq,Angel In Disguise,Disguise,Angel In  Musiqq,,
2011,Portugal,Homens da Luta,A luta é alegria,alegria,A luta é  Homens da Luta,,
2011,Poland,Magdalena Tul,Jestem,Jestem, Magdalena Tul,,
2011,Cyprus,Christos Mylordos,San Aggelos S'agapisa,S'agapisa,San Aggelos  Christos Mylordos,,
2011,Netherlands,3JS,Never Alone,Alone,Never  3JS,,
2011,Greece,Loucas Yiorkas feat. Stereo Mike,Watch My Dance,Dance,Watch My  Loucas Yiorkas feat. Stereo Mike,,
